id,scientific_name,common_name,image_url,taxa_url,observer_name,observation_year,observation_url
196842,Stereum complicatum,crowded parchment,https://inaturalist-open-data.s3.amazonaws.com/photos/467740886/medium.jpeg,https://www.inaturalist.org/taxa/196842,ksgardener1,2025,https://www.inaturalist.org/observations/260455110
196842,Stereum complicatum,crowded parchment,https://inaturalist-open-data.s3.amazonaws.com/photos/467697444/medium.jpeg,https://www.inaturalist.org/taxa/196842,okinney,2025,https://www.inaturalist.org/observations/260434067
48494,Pleurotus ostreatus,Oyster Mushroom,https://static.inaturalist.org/photos/467829701/medium.jpeg,https://www.inaturalist.org/taxa/48494,henning91,2025,https://www.inaturalist.org/observations/260499415
48494,Pleurotus ostreatus,Oyster Mushroom,https://inaturalist-open-data.s3.amazonaws.com/photos/467827960/medium.jpeg,https://www.inaturalist.org/taxa/48494,hom-12yak,2025,https://www.inaturalist.org/observations/260498475
48494,Pleurotus ostreatus,Oyster Mushroom,https://inaturalist-open-data.s3.amazonaws.com/photos/467804354/medium.jpeg,https://www.inaturalist.org/taxa/48494,jelenaflg,2025,https://www.inaturalist.org/observations/260485467
124102,Daedaleopsis confragosa,Thin-walled Maze Polypore,https://inaturalist-open-data.s3.amazonaws.com/photos/467851435/medium.jpeg,https://www.inaturalist.org/taxa/124102,patricklm35,2025,https://www.inaturalist.org/observations/260515533
194476,Cerrena unicolor,Mossy Maze Polypore,https://inaturalist-open-data.s3.amazonaws.com/photos/467751112/medium.jpg,https://www.inaturalist.org/taxa/194476,mattunitis,2025,https://www.inaturalist.org/observations/260459696
194476,Cerrena unicolor,Mossy Maze Polypore,https://inaturalist-open-data.s3.amazonaws.com/photos/467428408/medium.jpeg,https://www.inaturalist.org/taxa/194476,limnoglacialis,2025,https://www.inaturalist.org/observations/260297154
194476,Cerrena unicolor,Mossy Maze Polypore,https://static.inaturalist.org/photos/467782876/medium.jpeg,https://www.inaturalist.org/taxa/194476,aino23,2025,https://www.inaturalist.org/observations/260475432
54134,Trametes versicolor,turkey-tail,https://static.inaturalist.org/photos/467928091/medium.jpg,https://www.inaturalist.org/taxa/54134,danielrubianto,2025,https://www.inaturalist.org/observations/260549964
54134,Trametes versicolor,turkey-tail,https://inaturalist-open-data.s3.amazonaws.com/photos/467898016/medium.jpg,https://www.inaturalist.org/taxa/54134,marleehassell,2025,https://www.inaturalist.org/observations/260534708
54134,Trametes versicolor,turkey-tail,https://static.inaturalist.org/photos/467883658/medium.jpg,https://www.inaturalist.org/taxa/54134,robertoneill,2025,https://www.inaturalist.org/observations/260527234
54164,Pseudohydnum gelatinosum,Toothed Jelly Fungus,https://inaturalist-open-data.s3.amazonaws.com/photos/467752514/medium.jpg,https://www.inaturalist.org/taxa/54164,kruzer219,2025,https://www.inaturalist.org/observations/260460434
54164,Pseudohydnum gelatinosum,Toothed Jelly Fungus,https://static.inaturalist.org/photos/467782071/medium.jpeg,https://www.inaturalist.org/taxa/54164,ariana41124,2025,https://www.inaturalist.org/observations/260474749
54164,Pseudohydnum gelatinosum,Toothed Jelly Fungus,https://static.inaturalist.org/photos/467260068/medium.jpg,https://www.inaturalist.org/taxa/54164,hayden127,2025,https://www.inaturalist.org/observations/260214768
118028,Dacrymyces chrysospermus,Orange Jelly Spot,https://inaturalist-open-data.s3.amazonaws.com/photos/467918866/medium.jpg,https://www.inaturalist.org/taxa/118028,silveradojim,2025,https://www.inaturalist.org/observations/260545102
118028,Dacrymyces chrysospermus,Orange Jelly Spot,https://inaturalist-open-data.s3.amazonaws.com/photos/467700880/medium.jpeg,https://www.inaturalist.org/taxa/118028,evan_walden,2025,https://www.inaturalist.org/observations/260441436
118028,Dacrymyces chrysospermus,Orange Jelly Spot,https://static.inaturalist.org/photos/467725395/medium.jpg,https://www.inaturalist.org/taxa/118028,jabeach,2025,https://www.inaturalist.org/observations/260447667
877361,Fomitopsis mounceae,Northern Red Belt,https://static.inaturalist.org/photos/467724134/medium.jpeg,https://www.inaturalist.org/taxa/877361,maramichelle,2025,https://www.inaturalist.org/observations/260447018
877361,Fomitopsis mounceae,Northern Red Belt,https://inaturalist-open-data.s3.amazonaws.com/photos/467747602/medium.jpeg,https://www.inaturalist.org/taxa/877361,jtolchin,2025,https://www.inaturalist.org/observations/260459650
877361,Fomitopsis mounceae,Northern Red Belt,https://inaturalist-open-data.s3.amazonaws.com/photos/467752881/medium.jpg,https://www.inaturalist.org/taxa/877361,kruzer219,2025,https://www.inaturalist.org/observations/260460571
508778,Fomes excavatus,Tinder Polypore,https://static.inaturalist.org/photos/467918424/medium.jpeg,https://www.inaturalist.org/taxa/508778,kris372,2025,https://www.inaturalist.org/observations/260544986
508778,Fomes excavatus,Tinder Polypore,https://inaturalist-open-data.s3.amazonaws.com/photos/467747371/medium.png,https://www.inaturalist.org/taxa/508778,lichenlicker,2025,https://www.inaturalist.org/observations/260458305
508778,Fomes excavatus,Tinder Polypore,https://inaturalist-open-data.s3.amazonaws.com/photos/467666514/medium.jpg,https://www.inaturalist.org/taxa/508778,jef,2025,https://www.inaturalist.org/observations/260417913
127021,Inonotus obliquus,chaga,https://inaturalist-open-data.s3.amazonaws.com/photos/467842060/medium.jpg,https://www.inaturalist.org/taxa/127021,uroboros,2025,https://www.inaturalist.org/observations/260507776
127021,Inonotus obliquus,chaga,https://inaturalist-open-data.s3.amazonaws.com/photos/467613374/medium.jpeg,https://www.inaturalist.org/taxa/127021,leschij,2025,https://www.inaturalist.org/observations/260392244
127021,Inonotus obliquus,chaga,https://inaturalist-open-data.s3.amazonaws.com/photos/467613322/medium.jpeg,https://www.inaturalist.org/taxa/127021,leschij,2025,https://www.inaturalist.org/observations/260392225
53713,Laetiporus sulphureus,chicken of the woods,https://inaturalist-open-data.s3.amazonaws.com/photos/467635847/medium.jpeg,https://www.inaturalist.org/taxa/53713,xymene_iv,2025,https://www.inaturalist.org/observations/260401932
53713,Laetiporus sulphureus,chicken of the woods,https://inaturalist-open-data.s3.amazonaws.com/photos/467682357/medium.jpg,https://www.inaturalist.org/taxa/53713,andre_menegotto,2025,https://www.inaturalist.org/observations/260428053
53713,Laetiporus sulphureus,chicken of the woods,https://inaturalist-open-data.s3.amazonaws.com/photos/467370079/medium.jpg,https://www.inaturalist.org/taxa/53713,jmaldo,2025,https://www.inaturalist.org/observations/260268210
63274,Ganoderma tsugae,hemlock varnish shelf,https://inaturalist-open-data.s3.amazonaws.com/photos/467751413/medium.jpeg,https://www.inaturalist.org/taxa/63274,mariejk,2025,https://www.inaturalist.org/observations/260459820
63274,Ganoderma tsugae,hemlock varnish shelf,https://inaturalist-open-data.s3.amazonaws.com/photos/466843965/medium.jpg,https://www.inaturalist.org/taxa/63274,skyev,2025,https://www.inaturalist.org/observations/260005314
63274,Ganoderma tsugae,hemlock varnish shelf,https://inaturalist-open-data.s3.amazonaws.com/photos/466295975/medium.jpg,https://www.inaturalist.org/taxa/63274,janice22s,2025,https://www.inaturalist.org/observations/259726365
1537057,Fomitopsis cajanderi,Rosy Conk,https://static.inaturalist.org/photos/467773028/medium.jpeg,https://www.inaturalist.org/taxa/1537057,naturalist39385,2025,https://www.inaturalist.org/observations/260470323
1537057,Fomitopsis cajanderi,Rosy Conk,https://inaturalist-open-data.s3.amazonaws.com/photos/467488291/medium.jpg,https://www.inaturalist.org/taxa/1537057,bcmccullough,2025,https://www.inaturalist.org/observations/260326558
1537057,Fomitopsis cajanderi,Rosy Conk,https://inaturalist-open-data.s3.amazonaws.com/photos/467464894/medium.jpg,https://www.inaturalist.org/taxa/1537057,zenospiral,2025,https://www.inaturalist.org/observations/260315530
68309,Panellus stipticus,Luminescent Panellus,https://inaturalist-open-data.s3.amazonaws.com/photos/467896858/medium.jpg,https://www.inaturalist.org/taxa/68309,carobrown,2025,https://www.inaturalist.org/observations/260534125
68309,Panellus stipticus,Luminescent Panellus,https://inaturalist-open-data.s3.amazonaws.com/photos/467850451/medium.jpeg,https://www.inaturalist.org/taxa/68309,mortensenk,2025,https://www.inaturalist.org/observations/260509977
68309,Panellus stipticus,Luminescent Panellus,https://inaturalist-open-data.s3.amazonaws.com/photos/467841316/medium.jpeg,https://www.inaturalist.org/taxa/68309,mihail_lukyanchik,2025,https://www.inaturalist.org/observations/260505440
